04160954000112	SINDICATO DOS EMPREGADOS EM EMPRESAS DE ASSEIO E CONSERVACAO
04171758000143	CAMARA MUNICIPAL DE VEREADORES DE DERRUBADAS
04174956000160	COOPERATIVA MISTA AGROPECUARIA PARA O DESENVOLVIMENTO AUTO-SUSTENTAVEL DA AGRICULTURA FAMILIAR LTDA.
04195311000104	CAMARA MUNICIPAL DE VEREADORES DE MONTE CARLO
04196136000170	SERVIS ELETRONICA DEFENSE LTDA
04198252000128	COM. DE MADEIRAS SIGNORE LTDA
04221276000150	CAMARA MUNICIPAL DE PALMINOPOLIS
04221672000188	ALMEIDA VEICULOS LTDA
04251822000104	RIONAVAS LTDA
04252344000149	{isError	false, OLEOS E LUBRIFICANTES LTDA
04253859000163	PROVALE SCM LTDA
04256775000183	ASSOSIACAO COMUNITARIA POPULAR PONTANENSE- ASCOPP
04257148000167	XP INFORMATICA LTDA
04260665000195	COBRACERTA DE RANCHARIA LTDA
04278794000100	DIMENSAO SERVICOS E COMERCIO LTDA
04281182000258	COOPERATIVA DE CREDITO E ECONOMIA COM INTERACAO SOLIDARIA DE CHAPECO - CRESOL CHAPECO
04287014000199	REDE DE COMUNICACAO SC LTDA
04302283000187	CONDOMINIO DO EDIFICIO DOCTOR'S PALACE
04311006000130	LUIZ CARLOS DE MORAES
04321400000150	CONDOMINIO ECOLOGICO ALDEIA DO ARAGUAIA
04352312000115	RIX TELECOM LIMITADA
04383304000136	SENSOR-TEC COMERCIAL LTDA
04394805000118	MUNICIPIO DE ROLIM DE MOURA
04403526000173	ZUCCHI CONSULTORIA LTDA
04450475000130	LANCHES E CONVENIENCIA PRINCESA LTDA
04485875000181	W & W DIAGNOSTICO CLINICO LABORATORIAL LTDA
04504505000144	DISVEL DISTRIBUIDORA DE PRODUTOS PARA VEICULOS LTDA
04520743000143	DIAS MOTA AUTO PECAS LTDA
04525993000176	IVANIR DELLABETHA
04528276000106	EGGER E MESQUITA ADVOGADOS ASSOCIADOS
